Название раздела;Название раздела;Название раздела;Название товара;Артикул товара;Артикул родительского товара;Цена товара;Название производителя;Файл изображения для товара;Цвет;Размер;Состав;Сезон;Описание товара;Дополнительное изображение № 1;Дополнительное изображение № 2;Дополнительное изображение № 3;Дополнительное изображение № 4;Дополнительное изображение № 5;Дополнительное изображение № 6;"Склад ""Основной""";Флаг индексации;Новые поступления;
Мужская одежда;Брюки;Abercrombie & Fitch;Брюки;130815_396 copy;;2465;Abercrombie & Fitch;/upload/import/130815_396 copy.jpg;Зеленый;;100% хлопок;Демисезон;;/upload/import/130815_398 copy.jpg;/upload/import/130815_399 copy.jpg;/upload/import/130815_400 copy.jpg;;;;2;1;;
;;;Брюки;130815_396 copy-S;130815_396 copy;2465;Abercrombie & Fitch;;Зеленый;                 S;;Демисезон;;;;;;;;2;0;;
;;;Брюки;130815_396 copy-M;130815_396 copy;2465;Abercrombie & Fitch;;Зеленый;                M ;;Демисезон;;;;;;;;2;0;;
;;;Брюки;130815_396 copy-L;130815_396 copy;2465;Abercrombie & Fitch;;Зеленый;                 L;;Демисезон;;;;;;;;2;0;;
;;;Брюки;130815_396 copy-XL;130815_396 copy;2465;Abercrombie & Fitch;;Зеленый;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Брюки;Abercrombie & Fitch;Брюки;130815_405 copy;;2465;Abercrombie & Fitch;/upload/import/130815_405 copy.jpg;Мультиколор;;100% хлопок;Демисезон;;/upload/import/130815_407 copy.jpg;/upload/import/130815_408 copy.jpg;/upload/import/130815_409 copy.jpg;;;;2;1;;
;;;Брюки;130815_405 copy-S;130815_405 copy;2465;Abercrombie & Fitch;;Мультиколор;                 S;;Демисезон;;;;;;;;2;0;;
;;;Брюки;130815_405 copy-M;130815_405 copy;2465;Abercrombie & Fitch;;Мультиколор;                M ;;Демисезон;;;;;;;;2;0;;
;;;Брюки;130815_405 copy-L;130815_405 copy;2465;Abercrombie & Fitch;;Мультиколор;                 L;;Демисезон;;;;;;;;2;0;;
;;;Брюки;130815_405 copy-XL;130815_405 copy;2465;Abercrombie & Fitch;;Мультиколор;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Брюки;Abercrombie & Fitch;Брюки;130815_441 copy;;2465;Abercrombie & Fitch;/upload/import/130815_441 copy.jpg;Синий;;100% хлопок;Демисезон;;/upload/import/130815_443 copy.jpg;/upload/import/130815_444 copy.jpg;/upload/import/130815_446 copy.jpg;;;;2;1;;
;;;Брюки;130815_441 copy-S;130815_441 copy;2465;Abercrombie & Fitch;;Синий;                 S;;Демисезон;;;;;;;;2;0;;
;;;Брюки;130815_441 copy-M;130815_441 copy;2465;Abercrombie & Fitch;;Синий;                M ;;Демисезон;;;;;;;;2;0;;
;;;Брюки;130815_441 copy-L;130815_441 copy;2465;Abercrombie & Fitch;;Синий;                 L;;Демисезон;;;;;;;;2;0;;
;;;Брюки;130815_441 copy-XL;130815_441 copy;2465;Abercrombie & Fitch;;Синий;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Брюки;Abercrombie & Fitch;Брюки;130815_423 copy;;2465;Abercrombie & Fitch;/upload/import/130815_423 copy.jpg;Бежевый;;100% хлопок;Демисезон;;/upload/import/130815_425 copy.jpg;/upload/import/130815_426 copy.jpg;/upload/import/130815_427 copy.jpg;;;;2;1;;
;;;Брюки;130815_423 copy-S;130815_423 copy;2465;Abercrombie & Fitch;;Бежевый;                 S;;Демисезон;;;;;;;;2;0;;
;;;Брюки;130815_423 copy-M;130815_423 copy;2465;Abercrombie & Fitch;;Бежевый;                M ;;;;;;;;;;2;0;;
;;;Брюки;130815_423 copy-L;130815_423 copy;2465;Abercrombie & Fitch;;Бежевый;                 L;;;;;;;;;;2;0;;
;;;Брюки;130815_423 copy-XL;130815_423 copy;2465;Abercrombie & Fitch;;Бежевый;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Брюки;Abercrombie & Fitch;Брюки;130815_447 copy;;2518;Abercrombie & Fitch;/upload/import/130815_447 copy.jpg;Бежевый;;100% хлопок;Демисезон;;/upload/import/130815_448 copy.jpg;/upload/import/130815_449 copy.jpg;/upload/import/130815_450 copy.jpg;;;;2;1;;
;;;Брюки;130815_447 copy-30/32;130815_447 copy;2518;Abercrombie & Fitch;;Бежевый;30/32;;Демисезон;;;;;;;;2;0;;
;;;Брюки;130815_447 copy-32/32;130815_447 copy;2518;Abercrombie & Fitch;;Бежевый;32/32;;Демисезон;;;;;;;;2;0;;
;;;Брюки;130815_447 copy-34/34;130815_447 copy;2518;Abercrombie & Fitch;;Бежевый;34/34;;Демисезон;;;;;;;;2;0;;
;;;Брюки;130815_447 copy-36/34;130815_447 copy;2518;Abercrombie & Fitch;;Бежевый;36/34;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Брюки;Abercrombie & Fitch;Брюки;130815_455 copy;;2518;Abercrombie & Fitch;/upload/import/130815_455 copy.jpg;Зеленый;;100% хлопок;Демисезон;;/upload/import/130815_457 copy.jpg;/upload/import/130815_458 copy.jpg;;;;;2;1;;
;;;Брюки;130815_455 copy-30/32;130815_455 copy;2518;Abercrombie & Fitch;;Зеленый;30/32;;Демисезон;;;;;;;;2;0;;
;;;Брюки;130815_455 copy-32/32;130815_455 copy;2518;Abercrombie & Fitch;;Зеленый;32/32;;Демисезон;;;;;;;;2;0;;
;;;Брюки;130815_455 copy-34/34;130815_455 copy;2518;Abercrombie & Fitch;;Зеленый;34/34;;Демисезон;;;;;;;;2;0;;
;;;Брюки;130815_455 copy-36/34;130815_455 copy;2518;Abercrombie & Fitch;;Зеленый;36/34;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Брюки;Abercrombie & Fitch;Брюки;130815_451 copy;;2518;Abercrombie & Fitch;/upload/import/130815_451 copy.jpg;Синий;;100% хлопок;Демисезон;;/upload/import/130815_452 copy.jpg;/upload/import/130815_453 copy.jpg;/upload/import/130815_454 copy.jpg;;;;2;1;;
;;;Брюки;130815_451 copy-M;130815_451 copy;2518;Abercrombie & Fitch;;Синий;                M ;;Демисезон;;;;;;;;2;0;;
;;;Брюки;130815_451 copy-L;130815_451 copy;2518;Abercrombie & Fitch;;Синий;                 L;;Демисезон;;;;;;;;2;0;;
;;;Брюки;130815_451 copy-XL;130815_451 copy;2518;Abercrombie & Fitch;;Синий;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Куртки;Abercrombie & Fitch;Куртка;130815_401 copy;;3468;Abercrombie & Fitch;/upload/import/130815_401 copy.jpg;Зеленый;;Материал верха: 100% полиэстер Подкладка: 100% хлопок Наполнитель: 55% пух, 35% перо;Демисезон;;/upload/import/130815_402 copy.jpg;/upload/import/130815_403 copy.jpg;/upload/import/130815_404 copy.jpg;;;;2;1;;
;;;Куртка;130815_401 copy-M;130815_401 copy;3468;Abercrombie & Fitch;;Зеленый;                M ;;Демисезон;;;;;;;;2;0;;
;;;Куртка;130815_401 copy-L;130815_401 copy;3468;Abercrombie & Fitch;;Зеленый;                 L;;Демисезон;;;;;;;;2;0;;
;;;Куртка;130815_401 copy-XL;130815_401 copy;3468;Abercrombie & Fitch;;Зеленый;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Куртки;Abercrombie & Fitch;Куртка;130815_410 copy;;3468;Abercrombie & Fitch;/upload/import/130815_410 copy.jpg;Мультиколор;;Материал верха: 100% полиэстер Подкладка: 100% хлопок Наполнитель: 55% пух, 35% перо;Демисезон;;/upload/import/130815_411 copy.jpg;/upload/import/130815_412 copy.jpg;/upload/import/130815_413 copy.jpg;;;;2;1;;
;;;Куртка;130815_410 copy-M;130815_410 copy;3468;Abercrombie & Fitch;;Мультиколор;                M ;;Демисезон;;;;;;;;2;0;;
;;;Куртка;130815_410 copy-L;130815_410 copy;3468;Abercrombie & Fitch;;Мультиколор;                 L;;Демисезон;;;;;;;;2;0;;
;;;Куртка;130815_410 copy-XL;130815_410 copy;3468;Abercrombie & Fitch;;Мультиколор;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Куртки;Abercrombie & Fitch;Куртка;130815_437 copy;;3468;Abercrombie & Fitch;/upload/import/130815_437 copy.jpg;Синий;;Материал верха: 100% полиэстер Подкладка: 100% хлопок Наполнитель: 55% пух, 35% перо;Демисезон;;/upload/import/130815_438 copy.jpg;/upload/import/130815_439 copy.jpg;/upload/import/130815_440 copy.jpg;;;;2;1;;
;;;Куртка;130815_437 copy-M;130815_437 copy;3468;Abercrombie & Fitch;;Синий;                M ;;Демисезон;;;;;;;;2;0;;
;;;Куртка;130815_437 copy-L;130815_437 copy;3468;Abercrombie & Fitch;;Синий;                 L;;Демисезон;;;;;;;;2;0;;
;;;Куртка;130815_437 copy-XL;130815_437 copy;3468;Abercrombie & Fitch;;Синий;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Куртки;Abercrombie & Fitch;Куртка;130815_419 copy;;3468;Abercrombie & Fitch;/upload/import/130815_419 copy.jpg;Бежевый;;Материал верха: 100% полиэстер Подкладка: 100% хлопок Наполнитель: 55% пух, 35% перо;Демисезон;;/upload/import/130815_420 copy.jpg;/upload/import/130815_421 copy.jpg;/upload/import/130815_422 copy.jpg;;;;2;1;;
;;;Куртка;130815_419 copy-M;130815_419 copy;3468;Abercrombie & Fitch;;Бежевый;                M ;;Демисезон;;;;;;;;2;0;;
;;;Куртка;130815_419 copy-L;130815_419 copy;3468;Abercrombie & Fitch;;Бежевый;                 L;;Демисезон;;;;;;;;2;0;;
;;;Куртка;130815_419 copy-XL;130815_419 copy;3468;Abercrombie & Fitch;;Бежевый;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Hollister;Рубашка;130815_388 copy;;1831;Hollister;/upload/import/130815_388 copy.jpg;Клетка;;100% хлопок;Демисезон;;/upload/import/130815_390 copy.jpg;/upload/import/130815_391 copy.jpg;;;;;2;1;;
;;;Рубашка;130815_388 copy-M;130815_388 copy;1831;Hollister;;Клетка;                M ;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_388 copy-L;130815_388 copy;1831;Hollister;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_388 copy-XL;130815_388 copy;1831;Hollister;;Клетка;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Abercrombie & Fitch;Рубашка;130815_333 copy;;1831;Abercrombie & Fitch;/upload/import/130815_333 copy.jpg;Клетка;;100% хлопок;Демисезон;;/upload/import/130815_334 copy.jpg;/upload/import/130815_335 copy.jpg;;;;;2;1;;
;;;Рубашка;130815_333 copy-M;130815_333 copy;1831;Abercrombie & Fitch;;Клетка;                M ;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_333 copy-L;130815_333 copy;1831;Abercrombie & Fitch;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_333 copy-XL;130815_333 copy;1831;Abercrombie & Fitch;;Клетка;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Abercrombie & Fitch;Рубашка;130815_392 copy;;1831;Abercrombie & Fitch;/upload/import/130815_392 copy.jpg;Клетка;;100% хлопок;Демисезон;;/upload/import/130815_394 copy.jpg;/upload/import/130815_395 copy.jpg;;;;;2;1;;
;;;Рубашка;130815_392 copy-M;130815_392 copy;1831;Abercrombie & Fitch;;Клетка;                M ;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_392 copy-L;130815_392 copy;1831;Abercrombie & Fitch;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_392 copy-XL;130815_392 copy;1831;Abercrombie & Fitch;;Клетка;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Abercrombie & Fitch;Рубашка;130815_357 copy;;1831;Abercrombie & Fitch;/upload/import/130815_357 copy.jpg;Клетка;;100% хлопок;Демисезон;;/upload/import/130815_358 copy.jpg;/upload/import/130815_359 copy.jpg;;;;;2;1;;
;;;Рубашка;130815_357 copy-L;130815_357 copy;1831;Abercrombie & Fitch;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_357 copy-XL;130815_357 copy;1831;Abercrombie & Fitch;;Клетка;              XL;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_357 copy-XXL;130815_357 copy;1831;Abercrombie & Fitch;;Клетка;            XXL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Abercrombie & Fitch;Рубашка;130815_345 copy;;1831;Abercrombie & Fitch;/upload/import/130815_345 copy.jpg;Клетка;;100% хлопок;Демисезон;;/upload/import/130815_346 copy.jpg;/upload/import/130815_347 copy.jpg;;;;;2;1;;
;;;Рубашка;130815_345 copy-M;130815_345 copy;1831;Abercrombie & Fitch;;Клетка;                M ;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_345 copy-L;130815_345 copy;1831;Abercrombie & Fitch;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_345 copy-XL;130815_345 copy;1831;Abercrombie & Fitch;;Клетка;              XL;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_345 copy-XXL;130815_345 copy;1831;Abercrombie & Fitch;;Клетка;            XXL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Abercrombie & Fitch;Рубашка;130815_337 copy;;1831;Abercrombie & Fitch;/upload/import/130815_337 copy.jpg;Клетка;;100% хлопок;Демисезон;;/upload/import/130815_338 copy.jpg;/upload/import/130815_339 copy.jpg;;;;;2;1;;
;;;Рубашка;130815_337 copy-M;130815_337 copy;1831;Abercrombie & Fitch;;Клетка;                M ;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_337 copy-L;130815_337 copy;1831;Abercrombie & Fitch;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_337 copy-XL;130815_337 copy;1831;Abercrombie & Fitch;;Клетка;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Abercrombie & Fitch;Рубашка;130815_329 copy;;1831;Abercrombie & Fitch;/upload/import/130815_329 copy.jpg;Клетка;;100% хлопок;Демисезон;;/upload/import/130815_330 copy.jpg;/upload/import/130815_331 copy.jpg;;;;;2;1;;
;;;Рубашка;130815_329 copy-M;130815_329 copy;1831;Abercrombie & Fitch;;Клетка;                M ;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_329 copy-L;130815_329 copy;1831;Abercrombie & Fitch;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_329 copy-XL;130815_329 copy;1831;Abercrombie & Fitch;;Клетка;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Abercrombie & Fitch;Рубашка;130815_322 copy;;1831;Abercrombie & Fitch;/upload/import/130815_322 copy.jpg;Клетка;;100% хлопок;Демисезон;;/upload/import/130815_323 copy.jpg;/upload/import/130815_324 copy.jpg;;;;;2;1;;
;;;Рубашка;130815_322 copy-M;130815_322 copy;1831;Abercrombie & Fitch;;Клетка;                M ;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_322 copy-L;130815_322 copy;1831;Abercrombie & Fitch;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_322 copy-XL;130815_322 copy;1831;Abercrombie & Fitch;;Клетка;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Abercrombie & Fitch;Рубашка;130815_325 copy;;1831;Abercrombie & Fitch;/upload/import/130815_325 copy.jpg;Клетка;;100% хлопок;Демисезон;;/upload/import/130815_326 copy.jpg;/upload/import/130815_327 copy.jpg;;;;;2;1;;
;;;Рубашка;130815_325 copy-M;130815_325 copy;1831;Abercrombie & Fitch;;Клетка;                M ;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_325 copy-L;130815_325 copy;1831;Abercrombie & Fitch;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_325 copy-XL;130815_325 copy;1831;Abercrombie & Fitch;;Клетка;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Abercrombie & Fitch;Рубашка;130815_341 copy;;2042;Abercrombie & Fitch;/upload/import/130815_341 copy.jpg;Клетка;;100% хлопок;Демисезон;;/upload/import/130815_342 copy.jpg;/upload/import/130815_343 copy.jpg;;;;;2;1;;
;;;Рубашка;130815_341 copy-M;130815_341 copy;2042;Abercrombie & Fitch;;Клетка;                M ;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_341 copy-L;130815_341 copy;2042;Abercrombie & Fitch;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_341 copy-XL;130815_341 copy;2042;Abercrombie & Fitch;;Клетка;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Abercrombie & Fitch;Рубашка;130815_349 copy;;2042;Abercrombie & Fitch;/upload/import/130815_349 copy.jpg;Клетка;;100% хлопок;Демисезон;;/upload/import/130815_350 copy.jpg;/upload/import/130815_351 copy.jpg;;;;;2;1;;
;;;Рубашка;130815_349 copy-L;130815_349 copy;2042;Abercrombie & Fitch;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_349 copy-XL;130815_349 copy;2042;Abercrombie & Fitch;;Клетка;              XL;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_349 copy-XXL;130815_349 copy;2042;Abercrombie & Fitch;;Клетка;            XXL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Abercrombie & Fitch;Рубашка;130815_353 copy;;2042;Abercrombie & Fitch;/upload/import/130815_353 copy.jpg;Клетка;;100% хлопок;Демисезон;;/upload/import/130815_354 copy.jpg;/upload/import/130815_355 copy.jpg;;;;;2;1;;
;;;Рубашка;130815_353 copy-M;130815_353 copy;2042;Abercrombie & Fitch;;Клетка;                M ;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_353 copy-L;130815_353 copy;2042;Abercrombie & Fitch;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_353 copy-XL;130815_353 copy;2042;Abercrombie & Fitch;;Клетка;              XL;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_353 copy-XXL;130815_353 copy;2042;Abercrombie & Fitch;;Клетка;            XXL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Abercrombie & Fitch;Рубашка;130815_361 copy;;2042;Abercrombie & Fitch;/upload/import/130815_361 copy.jpg;Клетка;;100% хлопок;Демисезон;;/upload/import/130815_362 copy.jpg;/upload/import/130815_363 copy.jpg;;;;;2;1;;
;;;Рубашка;130815_361 copy-M;130815_361 copy;2042;Abercrombie & Fitch;;Клетка;                M ;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_361 copy-L;130815_361 copy;2042;Abercrombie & Fitch;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_361 copy-XL;130815_361 copy;2042;Abercrombie & Fitch;;Клетка;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Abercrombie & Fitch;Рубашка;130815_365 copy;;2042;Abercrombie & Fitch;/upload/import/130815_365 copy.jpg;Клетка;;100% хлопок;Демисезон;;/upload/import/130815_366 copy.jpg;/upload/import/130815_367 copy.jpg;;;;;2;1;;
;;;Рубашка;130815_365 copy-L;130815_365 copy;2042;Abercrombie & Fitch;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_365 copy-XL;130815_365 copy;2042;Abercrombie & Fitch;;Клетка;              XL;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_365 copy-XXL;130815_365 copy;2042;Abercrombie & Fitch;;Клетка;            XXL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Abercrombie & Fitch;Рубашка;130815_368 copy;;2042;Abercrombie & Fitch;/upload/import/130815_368 copy.jpg;Клетка;;100% хлопок;Демисезон;;/upload/import/130815_370 copy.jpg;/upload/import/130815_371 copy.jpg;;;;;2;1;;
;;;Рубашка;130815_368 copy-L;130815_368 copy;2042;Abercrombie & Fitch;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_368 copy-XL;130815_368 copy;2042;Abercrombie & Fitch;;Клетка;              XL;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_368 copy-XXL;130815_368 copy;2042;Abercrombie & Fitch;;Клетка;            XXL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Abercrombie & Fitch;Рубашка;130815_372 copy;;2042;Abercrombie & Fitch;/upload/import/130815_372 copy.jpg;Клетка;;100% хлопок;Демисезон;;/upload/import/130815_374 copy.jpg;/upload/import/130815_375 copy.jpg;;;;;2;1;;
;;;Рубашка;130815_372 copy-M;130815_372 copy;2042;Abercrombie & Fitch;;Клетка;                M ;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_372 copy-L;130815_372 copy;2042;Abercrombie & Fitch;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_372 copy-XL;130815_372 copy;2042;Abercrombie & Fitch;;Клетка;              XL;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_372 copy-XXL;130815_372 copy;2042;Abercrombie & Fitch;;Клетка;            XXL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Abercrombie & Fitch;Рубашка;130815_377 copy;;2042;Abercrombie & Fitch;/upload/import/130815_377 copy.jpg;Клетка;;100% хлопок;Демисезон;;/upload/import/130815_378 copy.jpg;/upload/import/130815_379 copy.jpg;;;;;2;1;;
;;;Рубашка;130815_377 copy-L;130815_377 copy;2042;Abercrombie & Fitch;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_377 copy-XL;130815_377 copy;2042;Abercrombie & Fitch;;Клетка;              XL;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_37 copy-XXL;130815_377 copy;2042;Abercrombie & Fitch;;Клетка;            XXL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Abercrombie & Fitch;Рубашка;130815_381 copy;;2042;Abercrombie & Fitch;/upload/import/130815_381 copy.jpg;Клетка;;100% хлопок;Демисезон;;/upload/import/130815_382 copy.jpg;/upload/import/130815_383 copy.jpg;;;;;2;1;;
;;;Рубашка;130815_381 copy-L;130815_381 copy;2042;Abercrombie & Fitch;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_381 copy-XL;130815_381 copy;2042;Abercrombie & Fitch;;Клетка;              XL;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_381 copy-XXL;130815_381 copy;2042;Abercrombie & Fitch;;Клетка;            XXL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Abercrombie & Fitch;Рубашка;130815_385 copy;;2042;Abercrombie & Fitch;/upload/import/130815_385 copy.jpg;Клетка;;100% хлопок;Демисезон;;/upload/import/130815_386 copy.jpg;/upload/import/130815_387 copy.jpg;;;;;2;1;;
;;;Рубашка;130815_385 copy-M;130815_385 copy;2042;Abercrombie & Fitch;;Клетка;                M ;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_385 copy-L;130815_385 copy;2042;Abercrombie & Fitch;;Клетка;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_385 copy-XL;130815_385 copy;2042;Abercrombie & Fitch;;Клетка;              XL;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_385 copy-XXL;130815_385 copy;2042;Abercrombie & Fitch;;Клетка;            XXL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Abercrombie & Fitch;Рубашка;130815_284;;2412;Abercrombie & Fitch;/upload/import/130815_284.JPG;Розовый;;100% хлопок;Демисезон;;/upload/import/130815_285.JPG;/upload/import/130815_286.JPG;;;;;2;1;;
;;;Рубашка;130815_284-M;130815_284;2412;Abercrombie & Fitch;;Розовый;                M ;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_284-L;130815_284;2412;Abercrombie & Fitch;;Розовый;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_284-XL;130815_284;2412;Abercrombie & Fitch;;Розовый;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Abercrombie & Fitch;Рубашка;130815_287;;2412;Abercrombie & Fitch;/upload/import/130815_287.JPG;Серый;;100% хлопок;Демисезон;;/upload/import/130815_288.JPG;/upload/import/130815_289.JPG;;;;;2;1;;
;;;Рубашка;130815_287-M;130815_287;2412;Abercrombie & Fitch;;Серый;                M ;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_287-L;130815_287;2412;Abercrombie & Fitch;;Серый;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_287-XL;130815_287;2412;Abercrombie & Fitch;;Серый;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Abercrombie & Fitch;Рубашка;130815_290;;2412;Abercrombie & Fitch;/upload/import/130815_290.JPG;Белый;;100% хлопок;Демисезон;;/upload/import/130815_291.JPG;/upload/import/130815_292.JPG;;;;;2;1;;
;;;Рубашка;130815_290-M;130815_290;2412;Abercrombie & Fitch;;Белый;                M ;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_290-L;130815_290;2412;Abercrombie & Fitch;;Белый;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_290-XL;130815_290;2412;Abercrombie & Fitch;;Белый;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Abercrombie & Fitch;Рубашка;130815_293;;2412;Abercrombie & Fitch;/upload/import/130815_293.JPG;Синий;;100% хлопок;Демисезон;;/upload/import/130815_294.JPG;/upload/import/130815_295.JPG;;;;;2;1;;
;;;Рубашка;130815_293-L;130815_293;2412;Abercrombie & Fitch;;Синий;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_293-XL;130815_293;2412;Abercrombie & Fitch;;Синий;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Abercrombie & Fitch;Рубашка;130815_296;;2412;Abercrombie & Fitch;/upload/import/130815_296.JPG;Голубой;;100% хлопок;Демисезон;;/upload/import/130815_297.JPG;/upload/import/130815_298.JPG;;;;;2;1;;
;;;Рубашка;130815_296-M;130815_296;2412;Abercrombie & Fitch;;Голубой;                M ;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_296-L;130815_296;2412;Abercrombie & Fitch;;Голубой;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_296-XL;130815_296;2412;Abercrombie & Fitch;;Голубой;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки;Abercrombie & Fitch;Рубашка;130815_299;;2412;Abercrombie & Fitch;/upload/import/130815_299.JPG;Серый;;100% хлопок;Демисезон;;/upload/import/130815_300.JPG;/upload/import/130815_301.JPG;;;;;2;1;;
;;;Рубашка;130815_299-M;130815_299;2412;Abercrombie & Fitch;;Серый;                M ;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_299-L;130815_299;2412;Abercrombie & Fitch;;Серый;                 L;;Демисезон;;;;;;;;2;0;;
;;;Рубашка;130815_299-XL;130815_299;2412;Abercrombie & Fitch;;Серый;              XL;;Демисезон;;;;;;;;2;0;;
Мужская одежда;Рубашки короткий рукав;Abercrombie & Fitch;Рубашка;130815_281;;2306;Abercrombie & Fitch;/upload/import/130815_281.JPG;Синий;;100% хлопок;Демисезон;;/upload/import/130815_282.JPG;/upload/import/130815_283.JPG;;;;;2;1;;
;;;Рубашка;130815_281-M;130815_281;2306;Abercrombie & Fitch;;Синий;                M ;;Демисезон;;;;;;;;2;0;;
